cds	logFC	adj.P.Val	focus_term	sseqid	evalue	pident	ppos	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174440_c0_g1_i2:313-1008(+)	-2.76986214910329	0.0475006329350529	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174785_c2_g1_i3:199-747(+)	-2.12256265112939	0.00472802683167227	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175176_c0_g1_i1:293-991(-)	-2.93957134668292	0.0166073778998801	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175969_c0_g3_i2:1-504(+)	-3.26175737191208	0.0142474611008647	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176068_c0_g1_i1:207-689(-)	-4.24161216981781	0.0322913991503434	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176097_c0_g1_i1:974-2458(-)	-5.11127513149017	0.00641502330911722	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176195_c5_g1_i1:245-607(+)	-2.8464422994104	0.000749508350724604	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176781_c0_g1_i2:609-1007(-)	-7.61509446014729	0.00601837418449577	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176821_c0_g1_i1:2-328(-)	-6.52599625019002	0.0129243623034098	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176916_c0_g1_i1:546-1688(+)	-3.11021231694775	0.00529722843714032	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178016_c0_g1_i1:719-1243(+)	-6.90808871955278	0.036742528099667	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178016_c0_g1_i2:719-1267(+)	-5.63798968849835	0.026228665469913	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178351_c0_g1_i2:528-881(-)	-3.10834166031956	0.0089192210378685	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178593_c2_g2_i1:301-1002(+)	-3.97811117145576	0.0121239834541408	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178684_c0_g1_i1:255-1121(-)	-5.71642480008441	0.0100341821625575	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179122_c0_g3_i1:2-403(-)	-7.00152967296643	0.0161066835059158	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179235_c1_g1_i1:317-700(+)	-2.53028948866252	0.0134606569630358	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR180386_c0_g1_i1:3-1019(+)	-2.07358129532467	0.0256596404345377	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR180482_c0_g1_i3:457-2319(+)	-8.58465737688354	0.0144686322283619	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR180611_c3_g1_i1:79-387(-)	-4.4221507368921	0.0458366033739581	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR180611_c4_g3_i1:1-330(-)	-4.07774927521418	0.0389552484974991	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR181283_c0_g1_i2:136-1659(-)	-5.89831989102807	0.0257375394690179	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR181291_c0_g1_i1:2-781(+)	-2.99951922816032	0.0368486209140708	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182131_c1_g1_i2:1-303(+)	-2.22834078086109	0.0141790902864181	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182131_c1_g1_i3:68-685(+)	-2.31429639624878	0.0220873643546776	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182967_c0_g1_i1:185-793(+)	-2.69454646445702	0.0194637281781325	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182995_c1_g4_i2:241-777(-)	-2.58327984497422	0.00794767424813843	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18329_c4_g2_i1:141-1382(-)	-2.27718773732568	0.00319942385759137	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18329_c4_g2_i2:141-914(-)	-3.02626038805756	0.042701504714224	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18329_c5_g1_i1:28-468(-)	-2.25004547264927	0.0408592512508454	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183340_c0_g1_i1:408-1265(-)	-2.54854156339447	0.00282654021796611	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183401_c1_g1_i1:373-858(-)	-2.9725286249638	0.0294969500022214	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183824_c1_g2_i2:939-1244(-)	-2.56648192586329	0.00565149833139123	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185742_c0_g2_i1:216-3113(-)	-2.20150546718267	0.0225946820578813	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR187111_c0_g1_i1:3-509(+)	-3.85007485661067	0.0271961142704301	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR189262_c0_g1_i2:834-2609(-)	-6.38372832356708	0.00983049073389715	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR189865_c0_g5_i1:1-363(+)	-7.54675017984209	0.00179068414069766	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19056_c5_g1_i1:1-297(-)	-2.45528200043591	0.0466610060757775	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR191181_c1_g1_i4:3-377(+)	-4.49851136334873	0.0467766105449244	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR191181_c1_g4_i1:3-377(+)	-2.64755317494323	0.00364017707647325	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR192680_c0_g1_i1:275-574(+)	-2.58408645720852	0.0206128809113308	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR193896_c0_g3_i1:370-852(-)	-2.33420780765653	0.00222683476244078	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR194400_c0_g1_i2:302-1375(-)	-3.34482071807599	0.0148117070474181	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR194429_c0_g1_i1:255-629(+)	-2.11407405547228	0.0219532052762316	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR194433_c0_g1_i1:405-1058(-)	-3.83517837448441	0.0200857156655944	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR195127_c0_g3_i1:367-987(+)	-4.64196543152663	0.0445672763090662	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR195597_c0_g1_i1:352-942(-)	-3.40403032378802	0.00533945535259718	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR195629_c1_g1_i1:1-375(+)	-3.7075212912525	0.0018973094757225	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR195714_c0_g1_i1:690-1133(-)	-6.91444547744329	0.0410193880824333	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR196402_c1_g2_i2:3-398(-)	-2.994726941637	0.000396436618973261	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19697_c8_g1_i1:2-364(-)	-2.97416933103942	0.0396287847475066	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR196_c1_g2_i2:698-1081(-)	-2.23744805203723	0.00890515113046715	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR196_c1_g2_i3:710-1093(-)	-2.54194196350666	0.0126998061988834	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR197293_c0_g1_i1:197-502(-)	-4.29873584880227	0.0438330285839762	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19747_c2_g1_i1:3-680(-)	-2.38995114260854	0.00924548838157568	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR197780_c4_g5_i1:398-967(+)	-3.24708249746956	0.0475203471897038	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR197872_c0_g1_i2:94-579(+)	-4.18493057111025	0.0015507726659538	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR197872_c0_g1_i3:1-444(+)	-2.66666713435059	0.00111680016884714	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198720_c0_g1_i1:103-411(+)	-2.4848673891638	0.0156787199576549	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198798_c0_g1_i1:467-1021(+)	-2.38077991907583	0.00293375156683984	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198838_c0_g1_i2:95-496(-)	-7.01257544125233	0.000949703347181194	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198838_c0_g1_i3:156-557(-)	-4.5724149775648	0.0266867809889281	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199163_c0_g1_i2:2-1111(+)	-3.21616295866712	0.00850073301541177	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199656_c10_g7_i2:295-810(-)	-2.86112523727161	0.017869591766796	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199664_c0_g1_i2:187-543(+)	-5.56309057979536	0.0161391628411092	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR200485_c1_g1_i1:286-927(+)	-2.21618341779552	0.00592318897349585	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR200691_c1_g3_i1:2-628(+)	-3.08868610242226	0.0147169400731966	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR200918_c0_g13_i1:160-528(-)	-2.66786161855604	0.0289880610661834	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201252_c0_g1_i1:210-575(-)	-2.09863852707597	0.0193186606400376	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201859_c1_g1_i1:241-876(+)	-3.18435076978009	0.00530246490030734	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR202428_c0_g1_i4:189-809(-)	-4.82164851404103	0.0396309274953249	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR20261_c2_g1_i2:560-1627(-)	-5.50138725585431	0.0365948974755953	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR203389_c0_g1_i1:440-979(-)	-2.25341052396506	0.00393344840676357	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR203493_c0_g1_i1:70-489(+)	-5.31736517720562	0.0125339298231092	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR203815_c1_g1_i2:1-543(+)	-2.12553746551686	0.0133195716394556	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR204613_c0_g2_i1:134-688(-)	-2.5909914492481	0.034665191729195	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205019_c4_g5_i1:222-572(+)	-2.90663230248212	0.0132205984140617	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205019_c4_g5_i3:222-605(+)	-3.75412439905764	0.0256729537352946	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205192_c0_g2_i1:3-425(+)	-2.5369069780586	0.0348145274557387	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205335_c0_g1_i1:2-457(+)	-3.93373733288778	0.00851062186796541	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205626_c0_g1_i1:1-1791(+)	-2.87776701361535	0.0122674048018716	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205650_c4_g1_i1:550-1548(-)	-2.25775983176345	0.0123485413787967	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR20571_c4_g5_i2:3-1496(-)	-2.24409184603333	0.0397167489915373	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR207122_c0_g1_i1:623-937(+)	-2.10821590678506	0.00131000792570366	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR207812_c0_g1_i1:200-826(+)	-2.10789543979816	0.0389427457379661	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR207865_c0_g1_i1:134-736(-)	-2.64837922042699	0.0362984607274671	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208616_c0_g1_i1:361-1758(+)	-2.68764060382173	0.0164632142851319	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208984_c1_g3_i1:163-750(-)	-5.06371012055739	0.0121582844687001	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR209079_c0_g2_i1:3-338(+)	-2.76719981733474	0.0166507397753199	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR209973_c4_g2_i4:271-1440(+)	-2.5579030953749	0.00576021934096603	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR210363_c0_g2_i1:1-615(-)	-3.05343024475551	0.019020722107332	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR210452_c0_g1_i1:2-445(+)	-3.06299076792618	0.0361892538193177	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR210601_c1_g1_i1:3-380(+)	-2.69907806802202	0.0073375840362652	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR210601_c1_g1_i1:341-670(+)	-2.91494528233069	0.00272729407446736	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR211830_c0_g3_i1:1-441(-)	-2.09784397119414	0.00239770483950696	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR211896_c5_g2_i2:329-1699(+)	-2.30185130851627	0.000310956753377206	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR211961_c4_g1_i2:433-1254(-)	-2.00031617983313	0.00546052292764532	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212232_c3_g1_i4:1-615(+)	-2.48106133931919	0.0431371795874923	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212592_c2_g1_i1:331-702(-)	-3.57174771831811	0.00441447504825356	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212620_c0_g3_i1:129-1025(-)	-2.07458328916658	0.0221976707857371	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR21264_c7_g2_i1:2-313(+)	-2.12601990094277	0.0366295174281642	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR21264_c7_g9_i8:3-707(+)	-4.27865507445887	0.0181966930875882	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR21264_c8_g2_i2:2-553(-)	-2.60642623764361	0.00614196736890863	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR21264_c8_g2_i3:46-792(-)	-2.76798062292356	0.0032306899765569	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212684_c0_g1_i1:181-738(+)	-3.76412403986773	0.0214556228089842	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212684_c0_g1_i3:181-789(+)	-2.7742018921269	0.0101572862769172	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212725_c4_g1_i3:19-1725(+)	-8.9347635642419	0.00184299461100446	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212738_c0_g1_i1:217-1248(-)	-2.38708964355313	0.00681637364956712	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212781_c0_g1_i1:332-1477(+)	-2.10167783747327	0.00875748898239174	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212798_c1_g1_i1:101-469(+)	-3.30642755847872	0.00393344840676357	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR212837_c3_g1_i1:608-1072(-)	-2.59856804144473	0.00127657489095625	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR213802_c0_g1_i1:371-1018(+)	-3.36964858831083	0.0215957090966289	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR213811_c0_g1_i2:363-1511(-)	-3.85853467911111	0.012889797944204	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR21381_c0_g2_i5:3-659(-)	-2.00426086963825	0.0392584349531534	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR213979_c0_g1_i1:703-1356(+)	-2.17430651562037	0.00250116717047759	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR213991_c1_g1_i3:81-1034(+)	-2.76190631555735	0.00321194914744813	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR214027_c0_g1_i1:442-1269(-)	-2.10509820820815	0.0474986697173608	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR214574_c0_g1_i1:3-1313(-)	-5.5786680112593	0.0222140730433741	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR214603_c0_g2_i1:202-1077(+)	-2.14574334162323	0.000899490631324083	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR214733_c0_g1_i1:15-329(+)	-2.53634948335212	0.00781163485335299	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR215176_c10_g1_i1:295-708(-)	-3.44568503491795	0.0297486603345336	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR215314_c0_g1_i2:1-441(+)	-2.28304572647162	0.0315481605345182	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR216159_c0_g1_i1:130-816(+)	-2.92501095954928	0.0122972920024472	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR217887_c1_g2_i1:373-723(-)	-2.95402573024411	0.00222820332013049	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR218183_c0_g1_i1:208-741(+)	-2.0574931310624	0.0105948981362804	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR21893_c0_g6_i1:1-381(-)	-2.09326146995663	0.0249539761695016	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR219079_c0_g1_i1:365-1144(-)	-3.09916854572547	0.00804444446177759	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR219346_c0_g1_i1:3-320(+)	-3.39690796283804	0.043000414261754	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR219355_c0_g1_i1:376-1479(+)	-2.15889382709783	0.00684333150430555	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR219461_c0_g1_i2:287-1390(-)	-2.04367677375563	0.00280441644566319	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR219685_c0_g2_i1:124-1029(-)	-2.33267420184651	0.00924136652304142	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR219685_c0_g2_i2:124-1053(-)	-2.40908775263985	0.0116633710738874	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR220017_c0_g2_i1:195-590(-)	-2.86897608710457	0.0400172618852613	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR220043_c0_g1_i1:2-298(-)	-7.44991223167357	0.00967633658912264	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR220152_c0_g3_i1:238-669(+)	-2.03281108380089	0.00432294343261626	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR220514_c0_g2_i1:2-1546(+)	-2.62537768086179	0.0002449601522711	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR220514_c2_g1_i1:2-3247(-)	-2.33871726898526	0.000216299439114129	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR222080_c0_g5_i1:3-365(-)	-7.45875502392817	0.00885817190018562	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR222595_c0_g1_i1:201-1235(+)	-2.20479480262262	0.0363521710099592	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR222993_c1_g2_i1:237-740(-)	-2.22464623322269	0.0072579924168238	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR223249_c0_g1_i1:288-590(+)	-2.05581591974787	0.00300961245377696	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR223745_c3_g1_i2:434-1045(-)	-2.38183521162902	0.00406156784899221	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR223745_c3_g1_i3:434-1075(-)	-2.04662916491565	0.00831787020829535	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR22384_c0_g1_i3:599-2191(-)	-4.36631815885898	0.0294009484588404	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR224215_c1_g1_i1:3-302(-)	-2.57051370027591	0.00375513831341042	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR22447_c0_g2_i4:228-1166(+)	-2.12504682883389	0.0167420593654423	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR224565_c1_g2_i1:2-340(+)	-5.19583695546424	0.00998953139015148	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR224573_c0_g1_i1:228-1511(-)	-2.06444004028551	0.00442968588473846	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR224621_c0_g1_i1:154-705(+)	-2.13415166896626	0.00962508860878968	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR225340_c0_g1_i2:385-699(+)	-2.14211652286332	0.0152015922894944	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR225534_c9_g1_i1:761-1537(-)	-2.31815200716653	0.0240865468689565	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR225534_c9_g1_i5:761-1423(-)	-2.67703754864499	0.0392584349531534	R_cType	NA	NA	NA	NA	NA
